Generated by http://statistics.gov.scot,2022-08-01T11:46:37+00:00,
http://statistics.gov.scot/id/statistical-geography/S01009085,High Bonnybridge and Greenhill - 03,2
http://statistics.gov.scot/id/statistical-geography/S01009086,High Bonnybridge and Greenhill - 04,3
http://statistics.gov.scot/id/statistical-geography/S01009087,High Bonnybridge and Greenhill - 05,3
http://statistics.gov.scot/id/statistical-geography/S01012878,High Crosshill - 01,12
http://statistics.gov.scot/id/statistical-geography/S01012879,High Crosshill - 02,20
http://statistics.gov.scot/id/statistical-geography/S01012880,High Crosshill - 03,18
http://statistics.gov.scot/id/statistical-geography/S01012881,High Crosshill - 04,19
http://statistics.gov.scot/id/statistical-geography/S01009280,High Valleyfield East,9
http://statistics.gov.scot/id/statistical-geography/S01009281,High Valleyfield West,5
http://statistics.gov.scot/id/statistical-geography/S01013117,Highland - 01,17
http://statistics.gov.scot/id/statistical-geography/S01013118,Highland - 02,1
http://statistics.gov.scot/id/statistical-geography/S01013119,Highland - 03,1
http://statistics.gov.scot/id/statistical-geography/S01013120,Highland - 04,1
http://statistics.gov.scot/id/statistical-geography/S01013121,Highland - 05,1
http://statistics.gov.scot/id/statistical-geography/S01009411,Hill of Beath,14
http://statistics.gov.scot/id/statistical-geography/S01009409,Hill of Beath and Landward,10
http://statistics.gov.scot/id/statistical-geography/S01009393,Hillend,12
http://statistics.gov.scot/id/statistical-geography/S01008136,Hillhead - 01,15
http://statistics.gov.scot/id/statistical-geography/S01010381,Hillhead - 01,15
http://statistics.gov.scot/id/statistical-geography/S01008137,Hillhead - 02,16
http://statistics.gov.scot/id/statistical-geography/S01010382,Hillhead - 02,20
http://statistics.gov.scot/id/statistical-geography/S01008138,Hillhead - 03,14
http://statistics.gov.scot/id/statistical-geography/S01010383,Hillhead - 03,18
http://statistics.gov.scot/id/statistical-geography/S01008139,Hillhead - 04,13
http://statistics.gov.scot/id/statistical-geography/S01010384,Hillhead - 04,13
http://statistics.gov.scot/id/statistical-geography/S01008140,Hillhead - 05,13
http://statistics.gov.scot/id/statistical-geography/S01010385,Hillhead - 05,20
http://statistics.gov.scot/id/statistical-geography/S01010386,Hillhead - 06,20
http://statistics.gov.scot/id/statistical-geography/S01010387,Hillhead - 07,16
http://statistics.gov.scot/id/statistical-geography/S01012747,Hillhouse - 01,12
http://statistics.gov.scot/id/statistical-geography/S01012748,Hillhouse - 02,15
http://statistics.gov.scot/id/statistical-geography/S01012749,Hillhouse - 03,8
http://statistics.gov.scot/id/statistical-geography/S01012750,Hillhouse - 04,11
http://statistics.gov.scot/id/statistical-geography/S01012751,Hillhouse - 05,10
http://statistics.gov.scot/id/statistical-geography/S01009829,Hillington - 01,13
http://statistics.gov.scot/id/statistical-geography/S01009830,Hillington - 02,14
http://statistics.gov.scot/id/statistical-geography/S01009831,Hillington - 03,20
http://statistics.gov.scot/id/statistical-geography/S01009832,Hillington - 04,20
http://statistics.gov.scot/id/statistical-geography/S01013042,Hillpark - 01,10
http://statistics.gov.scot/id/statistical-geography/S01013043,Hillpark - 02,16
http://statistics.gov.scot/id/statistical-geography/S01013044,Hillpark - 03,18
http://statistics.gov.scot/id/statistical-geography/S01013045,Hillpark - 04,19
http://statistics.gov.scot/id/statistical-geography/S01013046,Hillpark - 05,19
http://statistics.gov.scot/id/statistical-geography/S01007221,Hillside - 01,6
http://statistics.gov.scot/id/statistical-geography/S01007222,Hillside - 02,4
http://statistics.gov.scot/id/statistical-geography/S01007223,Hillside - 03,3
http://statistics.gov.scot/id/statistical-geography/S01007224,Hillside - 04,4
http://statistics.gov.scot/id/statistical-geography/S01007225,Hillside - 05,1
http://statistics.gov.scot/id/statistical-geography/S01008806,Hillside and Calton Hill - 01,19
http://statistics.gov.scot/id/statistical-geography/S01008807,Hillside and Calton Hill - 02,20
http://statistics.gov.scot/id/statistical-geography/S01008808,Hillside and Calton Hill - 03,20
http://statistics.gov.scot/id/statistical-geography/S01008809,Hillside and Calton Hill - 04,14
http://statistics.gov.scot/id/statistical-geography/S01008810,Hillside and Calton Hill - 05,20
http://statistics.gov.scot/id/statistical-geography/S01008811,Hillside and Calton Hill - 06,20
http://statistics.gov.scot/id/statistical-geography/S01008812,Hillside and Calton Hill - 07,20
http://statistics.gov.scot/id/statistical-geography/S01007714,Hilltown - 01,18
http://statistics.gov.scot/id/statistical-geography/S01007715,Hilltown - 02,20
http://statistics.gov.scot/id/statistical-geography/S01007716,Hilltown - 03,20
http://statistics.gov.scot/id/statistical-geography/S01007717,Hilltown - 04,20
http://statistics.gov.scot/id/statistical-geography/S01007718,Hilltown - 05,20
http://statistics.gov.scot/id/statistical-geography/S01007719,Hilltown - 06,20
http://statistics.gov.scot/id/statistical-geography/S01011918,"Hillyland, Tulloch and Inveralmond - 01",8
http://statistics.gov.scot/id/statistical-geography/S01011919,"Hillyland, Tulloch and Inveralmond - 02",8
http://statistics.gov.scot/id/statistical-geography/S01011920,"Hillyland, Tulloch and Inveralmond - 03",5
http://statistics.gov.scot/id/statistical-geography/S01011921,"Hillyland, Tulloch and Inveralmond - 04",7
http://statistics.gov.scot/id/statistical-geography/S01011922,"Hillyland, Tulloch and Inveralmond - 05",4
http://statistics.gov.scot/id/statistical-geography/S01011923,"Hillyland, Tulloch and Inveralmond - 06",4
http://statistics.gov.scot/id/statistical-geography/S01011924,"Hillyland, Tulloch and Inveralmond - 07",4
http://statistics.gov.scot/id/statistical-geography/S01011925,"Hillyland, Tulloch and Inveralmond - 08",3
http://statistics.gov.scot/id/statistical-geography/S01006686,Hilton - 01,16
http://statistics.gov.scot/id/statistical-geography/S01006687,Hilton - 02,16
http://statistics.gov.scot/id/statistical-geography/S01006688,Hilton - 03,11
http://statistics.gov.scot/id/statistical-geography/S01006689,Hilton - 04,14
http://statistics.gov.scot/id/statistical-geography/S01006690,Hilton - 05,18
http://statistics.gov.scot/id/statistical-geography/S01006691,Hilton - 06,16
http://statistics.gov.scot/id/statistical-geography/S01006692,Hilton - 07,18
http://statistics.gov.scot/id/statistical-geography/S01006693,Hilton - 08,20
http://statistics.gov.scot/id/statistical-geography/S01012473,Holmston and Forehill - 01,6
http://statistics.gov.scot/id/statistical-geography/S01012474,Holmston and Forehill - 02,18
http://statistics.gov.scot/id/statistical-geography/S01012475,Holmston and Forehill - 03,15
http://statistics.gov.scot/id/statistical-geography/S01012476,Holmston and Forehill - 04,12
http://statistics.gov.scot/id/statistical-geography/S01012477,Holmston and Forehill - 05,7
http://statistics.gov.scot/id/statistical-geography/S01012478,Holmston and Forehill - 06,13
http://statistics.gov.scot/id/statistical-geography/S01012479,Holmston and Forehill - 07,5
http://statistics.gov.scot/id/statistical-geography/S01011497,Holytown - 01,13
http://statistics.gov.scot/id/statistical-geography/S01011498,Holytown - 02,11
http://statistics.gov.scot/id/statistical-geography/S01011499,Holytown - 03,12
http://statistics.gov.scot/id/statistical-geography/S01011500,Holytown - 04,16
http://statistics.gov.scot/id/statistical-geography/S01011501,Holytown - 05,14
http://statistics.gov.scot/id/statistical-geography/S01011502,Holytown - 06,13
http://statistics.gov.scot/id/statistical-geography/S01011503,Holytown - 07,11
http://statistics.gov.scot/id/statistical-geography/S01011504,Holytown - 08,10
http://statistics.gov.scot/id/statistical-geography/S01012233,Houston North - 01,5
http://statistics.gov.scot/id/statistical-geography/S01012234,Houston North - 02,4
http://statistics.gov.scot/id/statistical-geography/S01012235,Houston North - 03,13
http://statistics.gov.scot/id/statistical-geography/S01012236,Houston North - 04,13
http://statistics.gov.scot/id/statistical-geography/S01012229,Houston South - 01,4
http://statistics.gov.scot/id/statistical-geography/S01012230,Houston South - 02,3
http://statistics.gov.scot/id/statistical-geography/S01012231,Houston South - 03,4
http://statistics.gov.scot/id/statistical-geography/S01012232,Houston South - 04,3
http://statistics.gov.scot/id/statistical-geography/S01013309,Howden - 01,10
http://statistics.gov.scot/id/statistical-geography/S01013310,Howden - 02,10
http://statistics.gov.scot/id/statistical-geography/S01013311,Howden - 03,9
http://statistics.gov.scot/id/statistical-geography/S01013312,Howden - 04,8
http://statistics.gov.scot/id/statistical-geography/S01013313,Howden - 05,12
http://statistics.gov.scot/id/statistical-geography/S01013314,Howden - 06,10
http://statistics.gov.scot/id/statistical-geography/S01006880,Howe of Alford - 01,2
http://statistics.gov.scot/id/statistical-geography/S01006881,Howe of Alford - 02,1
http://statistics.gov.scot/id/statistical-geography/S01006882,Howe of Alford - 03,20
http://statistics.gov.scot/id/statistical-geography/S01006883,Howe of Alford - 04,20
http://statistics.gov.scot/id/statistical-geography/S01006884,Howe of Alford - 05,18
http://statistics.gov.scot/id/statistical-geography/S01006885,Howe of Alford - 06,12
http://statistics.gov.scot/id/statistical-geography/S01006886,Howe of Alford - 07,2
http://statistics.gov.scot/id/statistical-geography/S01006887,Howe of Alford - 08,5
http://statistics.gov.scot/id/statistical-geography/S01006888,Howe of Alford - 09,1
http://statistics.gov.scot/id/statistical-geography/S01007359,Hunter's Quay - 01,8
http://statistics.gov.scot/id/statistical-geography/S01007360,Hunter's Quay - 02,5
http://statistics.gov.scot/id/statistical-geography/S01007361,Hunter's Quay - 03,8
http://statistics.gov.scot/id/statistical-geography/S01007362,Hunter's Quay - 04,16
http://statistics.gov.scot/id/statistical-geography/S01007363,Hunter's Quay - 05,15
http://statistics.gov.scot/id/statistical-geography/S01007364,Hunter's Quay - 06,17
http://statistics.gov.scot/id/statistical-geography/S01007365,Hunter's Quay - 07,20
http://statistics.gov.scot/id/statistical-geography/S01007008,Huntly - 01,17
http://statistics.gov.scot/id/statistical-geography/S01007009,Huntly - 02,14
http://statistics.gov.scot/id/statistical-geography/S01007010,Huntly - 03,18
http://statistics.gov.scot/id/statistical-geography/S01007011,Huntly - 04,19
http://statistics.gov.scot/id/statistical-geography/S01007012,Huntly - 05,12
http://statistics.gov.scot/id/statistical-geography/S01008559,Hyvots and Gilmerton - 01,11
http://statistics.gov.scot/id/statistical-geography/S01008560,Hyvots and Gilmerton - 02,12
http://statistics.gov.scot/id/statistical-geography/S01008561,Hyvots and Gilmerton - 03,11
http://statistics.gov.scot/id/statistical-geography/S01008562,Hyvots and Gilmerton - 04,12
http://statistics.gov.scot/id/statistical-geography/S01008563,Hyvots and Gilmerton - 05,18
http://statistics.gov.scot/id/statistical-geography/S01009859,Ibrox - 01,12
http://statistics.gov.scot/id/statistical-geography/S01009860,Ibrox - 02,14
http://statistics.gov.scot/id/statistical-geography/S01009861,Ibrox - 03,14
http://statistics.gov.scot/id/statistical-geography/S01009862,Ibrox East and Cessnock - 01,17
http://statistics.gov.scot/id/statistical-geography/S01009863,Ibrox East and Cessnock - 02,20
http://statistics.gov.scot/id/statistical-geography/S01009864,Ibrox East and Cessnock - 03,20
http://statistics.gov.scot/id/statistical-geography/S01009865,Ibrox East and Cessnock - 04,19
http://statistics.gov.scot/id/statistical-geography/S01012265,Innerleithen - East,9
http://statistics.gov.scot/id/statistical-geography/S01012264,Innerleithen - North,8
http://statistics.gov.scot/id/statistical-geography/S01012266,Innerleithen - South,14
http://statistics.gov.scot/id/statistical-geography/S01012267,Innerleithen - West,13
http://statistics.gov.scot/id/statistical-geography/S01006997,"Insch, Oyne and Ythanwells - 01",1
http://statistics.gov.scot/id/statistical-geography/S01006998,"Insch, Oyne and Ythanwells - 02",2
http://statistics.gov.scot/id/statistical-geography/S01006999,"Insch, Oyne and Ythanwells - 03",1
http://statistics.gov.scot/id/statistical-geography/S01007000,"Insch, Oyne and Ythanwells - 04",4
http://statistics.gov.scot/id/statistical-geography/S01007001,"Insch, Oyne and Ythanwells - 05",15
http://statistics.gov.scot/id/statistical-geography/S01010740,Invergordon - 01,9
http://statistics.gov.scot/id/statistical-geography/S01010741,Invergordon - 02,4
http://statistics.gov.scot/id/statistical-geography/S01010742,Invergordon - 03,12
http://statistics.gov.scot/id/statistical-geography/S01010743,Invergordon - 04,11
http://statistics.gov.scot/id/statistical-geography/S01010744,Invergordon - 05,9
http://statistics.gov.scot/id/statistical-geography/S01010745,Invergordon - 06,18
http://statistics.gov.scot/id/statistical-geography/S01011965,"Invergowrie, Longforgan and Abernyte - 01",8
http://statistics.gov.scot/id/statistical-geography/S01011966,"Invergowrie, Longforgan and Abernyte - 02",3
http://statistics.gov.scot/id/statistical-geography/S01011967,"Invergowrie, Longforgan and Abernyte - 03",2
http://statistics.gov.scot/id/statistical-geography/S01011968,"Invergowrie, Longforgan and Abernyte - 04",14
http://statistics.gov.scot/id/statistical-geography/S01009381,Inverkeithing Belleknowes,15
http://statistics.gov.scot/id/statistical-geography/S01009383,Inverkeithing Jamestown,16
http://statistics.gov.scot/id/statistical-geography/S01009389,Inverkeithing North East,18
http://statistics.gov.scot/id/statistical-geography/S01009386,Inverkeithing Spencerfield North,17
http://statistics.gov.scot/id/statistical-geography/S01009387,Inverkeithing Spencerfield South,11
http://statistics.gov.scot/id/statistical-geography/S01009388,Inverkeithing Spittalfield,15
http://statistics.gov.scot/id/statistical-geography/S01009382,Inverkeithing West,18
http://statistics.gov.scot/id/statistical-geography/S01010824,Inverkip and Wemyss Bay - 01,3
http://statistics.gov.scot/id/statistical-geography/S01010825,Inverkip and Wemyss Bay - 02,2
http://statistics.gov.scot/id/statistical-geography/S01010826,Inverkip and Wemyss Bay - 03,5
http://statistics.gov.scot/id/statistical-geography/S01010827,Inverkip and Wemyss Bay - 04,12
